_id,State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
470,Andhra Pradesh,25,Chittoor(SC),11,MADASI SUDHARSHAN,Independent,1575,3,1578,0.11
471,Andhra Pradesh,25,Chittoor(SC),12,D.MAHESH,Independent,1109,10,1119,0.08
472,Andhra Pradesh,25,Chittoor(SC),13,P.MADHU,Independent,902,4,906,0.06
473,Andhra Pradesh,25,Chittoor(SC),14,N.BHUPATHI,Independent,862,32,894,0.06
474,Andhra Pradesh,25,Chittoor(SC),15,A. PURNA CHANDRA,Independent,856,1,857,0.06
475,Andhra Pradesh,25,Chittoor(SC),16,PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,670,6,676,0.05
476,Andhra Pradesh,25,Chittoor(SC),17,N.GANGAIAH .,Independent,547,5,552,0.04
477,Andhra Pradesh,25,Chittoor(SC),18,T NARESH,Independent,532,2,534,0.04
478,Andhra Pradesh,25,Chittoor(SC),19,BANDAPALLI RAMESH,Independent,490,3,493,0.03
479,Andhra Pradesh,25,Chittoor(SC),20,NOTA,None of the Above,11812,164,11976,0.84
480,Arunachal Pradesh,1,Arunachal West,1,KIREN RIJIJU,Bharatiya Janata Party,196415,9002,205417,51.38
481,Arunachal Pradesh,1,Arunachal West,2,NABAM TUKI,Indian National Congress,100100,4579,104679,26.18
482,Arunachal Pradesh,1,Arunachal West,3,TECHI RANA,Independent,31106,2208,33314,8.33
483,Arunachal Pradesh,1,Arunachal West,4,TOKO SHEETAL,Gana Suraksha Party,27670,2860,30530,7.64
484,Arunachal Pradesh,1,Arunachal West,5,BIMPAK SIGA,Independent,10569,949,11518,2.88
485,Arunachal Pradesh,1,Arunachal West,6,RUHI TAGUNG,Independent,7559,262,7821,1.96
486,Arunachal Pradesh,1,Arunachal West,7,LEKI NORBU,Independent,2139,132,2271,0.57
487,Arunachal Pradesh,1,Arunachal West,8,TANIA JUNE,Independent,1920,38,1958,0.49
488,Arunachal Pradesh,1,Arunachal West,9,NOTA,None of the Above,2133,163,2296,0.57
489,Arunachal Pradesh,2,Arunachal East,1,TAPIR GAO,Bharatiya Janata Party,140715,4866,145581,45.01
490,Arunachal Pradesh,2,Arunachal East,2,BOSIRAM SIRAM,Indian National Congress,109433,5727,115160,35.6
491,Arunachal Pradesh,2,Arunachal East,3,TAMAT GAMOH,Independent,26691,912,27603,8.53
492,Arunachal Pradesh,2,Arunachal East,4,SOTAI KRI,Independent,13227,986,14213,4.39
493,Arunachal Pradesh,2,Arunachal East,5,OMAK NITIK,Independent,9074,295,9369,2.9
494,Arunachal Pradesh,2,Arunachal East,6,BANDEY MILI,Arunachal Democratic Party,6419,203,6622,2.05
495,Arunachal Pradesh,2,Arunachal East,7,NOTA,None of the Above,4654,241,4895,1.51
496,Assam,1,Kokrajhar,1,JOYANTA BASUMATARY,"United Peoples Party, Liberal",484681,4314,488995,39.39
497,Assam,1,Kokrajhar,2,KAMPA BORGOYARI,Bodoland Peoples Front,432768,4644,437412,35.23
498,Assam,1,Kokrajhar,3,GARJAN MASHAHARY,Indian National Congress,112624,1112,113736,9.16
499,Assam,1,Kokrajhar,4,BINITA DEKA,Gana Suraksha Party,93266,923,94189,7.59
500,Assam,1,Kokrajhar,5,PRITHVIRAJ NARAYAN DEV MECH,Independent,33636,101,33737,2.72
501,Assam,1,Kokrajhar,6,GAURI SANKAR SARANIA,All India Trinamool Congress,23362,157,23519,1.89
502,Assam,1,Kokrajhar,7,RANJAY KR BRAHMA,Independent,8782,48,8830,0.71
503,Assam,1,Kokrajhar,8,LALIT PEGU,Voters Party  International,7891,41,7932,0.64
504,Assam,1,Kokrajhar,9,JYOTISH KUMAR DAS,Independent,5944,162,6106,0.49
505,Assam,1,Kokrajhar,10,PANKAJ ISLARY,Independent,4473,35,4508,0.36
506,Assam,1,Kokrajhar,11,TRIPTINA RABHA,Independent,4425,115,4540,0.37
507,Assam,1,Kokrajhar,12,AJOY NARZARY,Independent,4032,48,4080,0.33
508,Assam,1,Kokrajhar,13,NOTA,None of the Above,13662,250,13912,1.12
509,Assam,2,Dhubri,1,RAKIBUL HUSSAIN,Indian National Congress,1468549,3336,1471885,59.99
510,Assam,2,Dhubri,2,MOHAMMED BADRUDDIN AJMAL,All India United Democratic Front,458202,1207,459409,18.72
511,Assam,2,Dhubri,3,ZABED ISLAM,Asom Gana Parishad,435822,2772,438594,17.88
512,Assam,2,Dhubri,4,S. M. JIAUL HAQUE,Bharatiya Gana Parishad,11978,128,12106,0.49
513,Assam,2,Dhubri,5,FARUK KHAN,Independent,10986,8,10994,0.45
514,Assam,2,Dhubri,6,BISWAJIT RAY,Independent,7615,88,7703,0.31
515,Assam,2,Dhubri,7,ALAKESH ROY,Independent,6950,40,6990,0.28
516,Assam,2,Dhubri,8,HAFIZ BURHANUDDIN,The National Road Map Party of India,6934,6,6940,0.28
517,Assam,2,Dhubri,9,RADHARANI BISWAS,Hindu Samaj Party,6137,150,6287,0.26
518,Assam,2,Dhubri,10,TAHIDUR RAHMAN,Voters Party  International,5384,8,5392,0.22
519,Assam,2,Dhubri,11,SHUKUR ALI,Asom Jana Morcha,4749,43,4792,0.2
520,Assam,2,Dhubri,12,SURAT ZAMAN MONDAL,Socialist Unity Centre Of India (COMMUNIST),3984,31,4015,0.16
521,Assam,2,Dhubri,13,REJAUL KARIM,Republican Party of India (Athawale),3481,5,3486,0.14
522,Assam,2,Dhubri,14,NOTA,None of the Above,14912,103,15015,0.61
523,Assam,3,Barpeta,1,PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,853642,6471,860113,51.02
524,Assam,3,Barpeta,2,DEEP BAYAN,Indian National Congress,635411,2351,637762,37.83
525,Assam,3,Barpeta,3,MANORANJAN TALUKDAR,Communist Party of India  (Marxist),95020,1118,96138,5.7
526,Assam,3,Barpeta,4,ABUL KALAM AZAD,All India Trinamool Congress,16359,73,16432,0.97
527,Assam,3,Barpeta,5,DEWAN MOHIBUL ISLAM,Independent,9930,11,9941,0.59
528,Assam,3,Barpeta,6,SAMEJ UDDIN,Bodoland Peoples Front,9515,177,9692,0.57
529,Assam,3,Barpeta,7,DULU AHMED,Independent,9275,63,9338,0.55
530,Assam,3,Barpeta,8,MATIAR RAHMAN,Independent,7920,15,7935,0.47
531,Assam,3,Barpeta,9,JAGANNATH RAY,Independent,5474,74,5548,0.33
532,Assam,3,Barpeta,10,SHAJAHAN ALI KHAN,Voters Party  International,4441,7,4448,0.26
533,Assam,3,Barpeta,11,AYNAL HAQUE,Independent,3174,18,3192,0.19
534,Assam,3,Barpeta,12,CHITRALEKHA DAS,Socialist Unity Centre Of India (COMMUNIST),3060,71,3131,0.19
535,Assam,3,Barpeta,13,AMZAD ALI,Republican Party of India (Athawale),2657,22,2679,0.16
536,Assam,3,Barpeta,14,ABUBAKKAR SIDDIQUE,Rashtriya Ulama Council,2463,14,2477,0.15
537,Assam,3,Barpeta,15,NOTA,None of the Above,16888,229,17117,1.02
538,Assam,4,Darrang-Udalguri,1,DILIP SAIKIA,Bharatiya Janata Party,864583,3804,868387,47.95
539,Assam,4,Darrang-Udalguri,2,MADHAB RAJBANGSHI,Indian National Congress,538032,1343,539375,29.78
540,Assam,4,Darrang-Udalguri,3,DURGADAS BORO,Bodoland Peoples Front,309040,1534,310574,17.15
541,Assam,4,Darrang-Udalguri,4,DANIEL MARDI,Independent,14277,14,14291,0.79
542,Assam,4,Darrang-Udalguri,5,AROON BAROOA,Bharatheeya Jawan Kisan Party,12519,44,12563,0.69
543,Assam,4,Darrang-Udalguri,6,SWARNA DEVI,Gana Suraksha Party,11067,45,11112,0.61
544,Assam,4,Darrang-Udalguri,7,LALIT PEGU,Voters Party  International,10887,28,10915,0.6
545,Assam,4,Darrang-Udalguri,8,JITENDRA CHALIHA,Socialist Unity Centre Of India (COMMUNIST),7421,31,7452,0.41
546,Assam,4,Darrang-Udalguri,9,ABUL KASEM,Republican Party of India (Athawale),4956,17,4973,0.27
547,Assam,4,Darrang-Udalguri,10,BIREN BASAK,Bharatiya Gana Parishad,4605,18,4623,0.26
548,Assam,4,Darrang-Udalguri,11,ABDUL HAMED,Rashtriya Ulama Council,3721,10,3731,0.21
549,Assam,4,Darrang-Udalguri,12,NOTA,None of the Above,23086,118,23204,1.28
550,Assam,5,Guwahati,1,BIJULI KALITA  MEDHI,Bharatiya Janata Party,891901,2986,894887,55.95
551,Assam,5,Guwahati,2,MIRA BORTHAKUR GOSWAMI,Indian National Congress,642353,1444,643797,40.25
552,Assam,5,Guwahati,3,DIPAK KR BORO,Voters Party  International,8494,54,8548,0.53
553,Assam,5,Guwahati,4,COLONEL GOKUL CHANDRA SINGHA,Independent,7644,34,7678,0.48
554,Assam,5,Guwahati,5,AMITABH SARMA,Ekam Sanatan Bharat Dal,7508,19,7527,0.47
555,Assam,5,Guwahati,6,KAZI NEKIB  AHMED,Independent,6753,8,6761,0.42
556,Assam,5,Guwahati,7,SAMAD CHOUDHURY,Bharatiya Gana Parishad,5081,14,5095,0.32
557,Assam,5,Guwahati,8,SHEJON GOYARY,Bahujan Maha Party,4826,21,4847,0.3
558,Assam,5,Guwahati,9,NOTA,None of the Above,20139,110,20249,1.27
559,Assam,6,Diphu,1,AMARSING TISSO,Bharatiya Janata Party,332440,2180,334620,49.01
560,Assam,6,Diphu,2,J. I. KATHAR,Independent,185864,1153,187017,27.39
561,Assam,6,Diphu,3,JOY RAM ENGLENG,Indian National Congress,123055,964,124019,18.16
562,Assam,6,Diphu,4,JOHN BARNARD SANGMA,Gana Suraksha Party,11241,38,11279,1.65
563,Assam,6,Diphu,5,JOTSON BEY,Autonomous State Demand Committee,9561,72,9633,1.41
564,Assam,6,Diphu,6,NOTA,None of the Above,16127,132,16259,2.38
565,Assam,7,Karimganj,1,KRIPANATH MALLAH,Bharatiya Janata Party,541220,3873,545093,47.53
566,Assam,7,Karimganj,2,HAFIZ RASHID AHMED CHOUDHURY,Indian National Congress,524390,2343,526733,45.93
567,Assam,7,Karimganj,3,SAHABUL ISLAM CHOUDHURY,All India United Democratic Front,29070,135,29205,2.55
568,Assam,7,Karimganj,4,JIBESH DEB,Independent,7105,4,7109,0.62
569,Assam,7,Karimganj,5,DEBOJYOTI NATH,Independent,5900,7,5907,0.52
570,Assam,7,Karimganj,6,AHAD UDDIN,Rashtriya Ulama Council,4186,6,4192,0.37
571,Assam,7,Karimganj,7,BINAY KRISHNA ROY,Independent,3621,7,3628,0.32
572,Assam,7,Karimganj,8,DILIP KUMAR,Independent,2623,7,2630,0.23
573,Assam,7,Karimganj,9,ROSID AHMED LASKAR,Independent,2600,1,2601,0.23
574,Assam,7,Karimganj,10,MUZAKKIR HASAN LASKAR,Independent,2287,4,2291,0.2
575,Assam,7,Karimganj,11,ABDUL BASIT TAPADAR,Independent,1912,11,1923,0.17
576,Assam,7,Karimganj,12,GOPAL CHANDRA PAUL,Independent,1650,7,1657,0.14
577,Assam,7,Karimganj,13,MD. NAZRUL ISLAM LASKAR,Independent,1382,-,1382,0.12
578,Assam,7,Karimganj,14,SAHEL AHMED,Independent,1110,1,1111,0.1
579,Assam,7,Karimganj,15,ABDUL GOFFAR TALUKDAR,Independent,1094,1,1095,0.1
580,Assam,7,Karimganj,16,SAFIKUR RAHMAN HAZARI,Independent,1031,-,1031,0.09
581,Assam,7,Karimganj,17,PRAJJWAL SUDIP DEB,Socialist Unity Centre Of India (COMMUNIST),994,7,1001,0.09
582,Assam,7,Karimganj,18,ABDUL KALAM MAZUMDER,Independent,975,-,975,0.09
583,Assam,7,Karimganj,19,ALIM UDDIN MAZUMDER,Independent,881,1,882,0.08
584,Assam,7,Karimganj,20,ABDUL HAMEED,Independent,841,1,842,0.07
585,Assam,7,Karimganj,21,DEBASHISH GHOSH,Bangali Nabanirman Sena,800,17,817,0.07
586,Assam,7,Karimganj,22,RASHID AHMED CHOUDHURY,Independent,719,2,721,0.06
587,Assam,7,Karimganj,23,ABDUS  SUBHAN TAPADAR,Independent,568,3,571,0.05
588,Assam,7,Karimganj,24,ROKIBUL HUSSAIN CHOUDHURY,Independent,539,6,545,0.05
589,Assam,7,Karimganj,25,NOTA,None of the Above,2851,89,2940,0.26
590,Assam,8,Silchar,1,PARIMAL SUKLABAIDYA,Bharatiya Janata Party,647572,4833,652405,59.89
591,Assam,8,Silchar,2,SURYA KANTA SARKAR,Indian National Congress,386453,1641,388094,35.62
592,Assam,8,Silchar,3,RADHESHYAM BISWAS,All India Trinamool Congress,20384,109,20493,1.88
593,Assam,8,Silchar,4,RAJU DAS,Independent,4580,17,4597,0.42
594,Assam,8,Silchar,5,PROBASH CHANDRA SARKAR,Socialist Unity Centre Of India (COMMUNIST),4494,40,4534,0.42
595,Assam,8,Silchar,6,ANANTA MOHAN ROY,Independent,3113,30,3143,0.29
596,Assam,8,Silchar,7,RAJIB DAS,Bahujan Maha Party,1843,24,1867,0.17
597,Assam,8,Silchar,8,BARINDRA KUMAR DAS,Bangali Nabanirman Sena,1575,18,1593,0.15
598,Assam,8,Silchar,9,NOTA,None of the Above,12598,102,12700,1.17
599,Assam,9,Nagaon,1,PRADYUT BORDOLOI,Indian National Congress,786620,2230,788850,50.89
600,Assam,9,Nagaon,2,SURESH BORAH,Bharatiya Janata Party,573579,3040,576619,37.2
601,Assam,9,Nagaon,3,AMINUL ISLAM,All India United Democratic Front,137033,307,137340,8.86
602,Assam,9,Nagaon,4,SIKHA SARMA,Independent,6569,51,6620,0.43
603,Assam,9,Nagaon,5,SAMSUL ALAM,Independent,5048,21,5069,0.33
604,Assam,9,Nagaon,6,BIPAD BHANJAN SARKAR,Independent,4878,7,4885,0.32
605,Assam,9,Nagaon,7,ANUPAM BARUAH,Jai Prakash Janata Dal,4290,29,4319,0.28
606,Assam,9,Nagaon,8,NIKHIL DEKARAJA,Independent,3601,26,3627,0.23
607,Assam,9,Nagaon,9,RABBUL HAQUE,Rashtriya Ulama Council,2547,12,2559,0.17
608,Assam,9,Nagaon,10,ABU SHAMA,Independent,2216,22,2238,0.14
609,Assam,9,Nagaon,11,ABU EUSUF MD RAIHAN UDDIN,Independent,2019,11,2030,0.13
610,Assam,9,Nagaon,12,SANTANU MUKHERJEE,Bharatiya Gana Parishad,1993,17,2010,0.13
611,Assam,9,Nagaon,13,SAIFUL ISLAM CHOUDHURY,Asom Jana Morcha,1823,14,1837,0.12
612,Assam,9,Nagaon,14,NOTA,None of the Above,11910,85,11995,0.77
613,Assam,10,Kaziranga,1,KAMAKHYA PRASAD TASA,Bharatiya Janata Party,892766,4277,897043,55.04
614,Assam,10,Kaziranga,2,ROSELINA TIRKEY,Indian National Congress,646123,1973,648096,39.76
615,Assam,10,Kaziranga,3,DILUWARA BEGUM CHOWDHURY,Independent,11719,24,11743,0.72
616,Assam,10,Kaziranga,4,BINOD GOGOI,Independent,10625,54,10679,0.66
617,Assam,10,Kaziranga,5,ANIMA DEKA GUPTA,Voters Party  International,8641,32,8673,0.53
618,Assam,10,Kaziranga,6,TRIDIV JYOTI BHUYAN,Independent,8091,37,8128,0.5
619,Assam,10,Kaziranga,7,ABDUL HOQUE,Independent,6395,46,6441,0.4
620,Assam,10,Kaziranga,8,JYOTISKA RANJAN GOSWAMI,Independent,4494,44,4538,0.28
621,Assam,10,Kaziranga,9,SAILEN CH MALAKAR,Bharatiya Gana Parishad,3698,22,3720,0.23
622,Assam,10,Kaziranga,10,SALIM AHMED,Asom Jana Morcha,3243,23,3266,0.2
623,Assam,10,Kaziranga,11,SALEH AHMED MAZUMDAR,Republican Party of India (Athawale),3160,19,3179,0.2
624,Assam,10,Kaziranga,12,NOTA,None of the Above,24212,219,24431,1.5
625,Assam,11,Sonitpur,1,RANJIT DUTTA,Bharatiya Janata Party,771018,4770,775788,60.21
626,Assam,11,Sonitpur,2,PREMLAL GANJU,Indian National Congress,412553,1827,414380,32.16
627,Assam,11,Sonitpur,3,RISHIRAJ KAUNDINYA,Aam Aadmi Party,32771,277,33048,2.56
628,Assam,11,Sonitpur,4,RAJU DEURI,Bodoland Peoples Front,19775,117,19892,1.54
629,Assam,11,Sonitpur,5,PRADIP BHANDARI,Independent,8136,69,8205,0.64
630,Assam,11,Sonitpur,6,KAMESWAR SWARGIARY,Voters Party  International,7320,62,7382,0.57
631,Assam,11,Sonitpur,7,RINKU ROY,Gana Suraksha Party,6780,43,6823,0.53
632,Assam,11,Sonitpur,8,ALAM ALI,Bahujan Maha Party,4186,16,4202,0.33
633,Assam,11,Sonitpur,9,NOTA,None of the Above,18535,213,18748,1.46
634,Assam,12,Lakhimpur,1,PRADAN BARUAH,Bharatiya Janata Party,659307,3815,663122,54.75
635,Assam,12,Lakhimpur,2,UDAY SHANKAR HAZARIKA,Indian National Congress,458720,3145,461865,38.13
636,Assam,12,Lakhimpur,3,DHIREN KACHARI,Communist Party of India,19562,69,19631,1.62
637,Assam,12,Lakhimpur,4,GHANA KANTA CHUTIA,All India Trinamool Congress,14055,142,14197,1.17
638,Assam,12,Lakhimpur,5,BIKRAM RAMCHIARY,Independent,10218,75,10293,0.85
639,Assam,12,Lakhimpur,6,GOBIN BISWAKARMA,Independent,7461,65,7526,0.62
640,Assam,12,Lakhimpur,7,DEBA NATH PAIT,Independent,6143,20,6163,0.51
641,Assam,12,Lakhimpur,8,PALLAB PEGU,Socialist Unity Centre Of India (COMMUNIST),6051,86,6137,0.51
642,Assam,12,Lakhimpur,9,BIREN BAILUNG,Voters Party  International,5329,30,5359,0.44
643,Assam,12,Lakhimpur,10,NOTA,None of the Above,16716,205,16921,1.4
644,Assam,13,Dibrugarh,1,SARBANANDA SONOWAL,Bharatiya Janata Party,691153,2609,693762,54.27
645,Assam,13,Dibrugarh,2,LURINJYOTI GOGOI,Assam Jatiya Parishad,412793,1648,414441,32.42
646,Assam,13,Dibrugarh,3,MANOJ DHANOWAR,Aam Aadmi Party,137618,246,137864,10.78
647,Assam,13,Dibrugarh,4,NOTA,None of the Above,32163,92,32255,2.52
648,Assam,14,Jorhat,1,GAURAV GOGOI,Indian National Congress,743194,8577,751771,54.04
649,Assam,14,Jorhat,2,TOPON KUMAR GOGOI,Bharatiya Janata Party,602019,5359,607378,43.66
650,Assam,14,Jorhat,3,ARUN CHANDRA HANDIQUE,Ekam Sanatan Bharat Dal,8998,88,9086,0.65
651,Assam,14,Jorhat,4,RAJ KUMAR DUWARA,Independent,8315,55,8370,0.6
652,Assam,14,Jorhat,5,NOTA,None of the Above,14477,78,14555,1.05
653,Bihar,1,Valmiki Nagar,1,SUNIL KUMAR,Janata Dal  (United),522495,927,523422,47.5
654,Bihar,1,Valmiki Nagar,2,DEEPAK YADAV,Rashtriya Janata Dal,422959,1788,424747,38.55
655,Bihar,1,Valmiki Nagar,3,PRAVESH KUMAR MISHRA @ ANUP,Independent,23195,30,23225,2.11
656,Bihar,1,Valmiki Nagar,4,DINESH AGRAWAL,Independent,19787,23,19810,1.8
657,Bihar,1,Valmiki Nagar,5,DURGESH SINGH CHAUHAN,Bahujan Samaj Party,18739,77,18816,1.71
658,Bihar,1,Valmiki Nagar,6,CHANDRESHWAR MISHRA,Independent,13590,8,13598,1.23
659,Bihar,1,Valmiki Nagar,7,SHAFI MOHAMMAD MIYA,Aazad Samaj Party (Kanshi Ram),13419,13,13432,1.22
660,Bihar,1,Valmiki Nagar,8,PARSHURAM SAH,Independent,12142,8,12150,1.1
661,Bihar,1,Valmiki Nagar,9,NABA KUMAR SARANIA (HIRA BHAI),Gana Suraksha Party,11420,3,11423,1.04
662,Bihar,1,Valmiki Nagar,10,SHAMBHU PRASAD,Independent,10478,20,10498,0.95
663,Bihar,1,Valmiki Nagar,11,NOTA,None of the Above,30673,36,30709,2.79
664,Bihar,2,Paschim Champaran,1,DR.SANJAY JAISWAL,Bharatiya Janata Party,578959,1462,580421,53.43
665,Bihar,2,Paschim Champaran,2,MADAN MOHAN TIWARI,Indian National Congress,441363,2490,443853,40.86
666,Bihar,2,Paschim Champaran,3,SANJAY KUMAR,Viro Ke Vir Indian Party,13139,6,13145,1.21
667,Bihar,2,Paschim Champaran,4,UPENDRA RAM,Bahujan Samaj Party,10913,49,10962,1.01
668,Bihar,2,Paschim Champaran,5,MOHAMMAD SOAIB,Independent,8992,2,8994,0.83
669,Bihar,2,Paschim Champaran,6,RAUSHAN KUMAR SRIVASTAVA,Independent,8496,9,8505,0.78
670,Bihar,2,Paschim Champaran,7,MD. KALAM SAI,Independent,4922,3,4925,0.45
671,Bihar,2,Paschim Champaran,8,NAFISH AHMAD,Independent,4163,-,4163,0.38
672,Bihar,2,Paschim Champaran,9,NOTA,None of the Above,11223,65,11288,1.04
673,Bihar,3,Purvi Champaran,1,RADHA MOHAN SINGH,Bharatiya Janata Party,540598,1595,542193,50.5
674,Bihar,3,Purvi Champaran,2,DR RAJESH KUMAR,Vikassheel Insaan Party,451118,2788,453906,42.28
675,Bihar,3,Purvi Champaran,3,MOHAMMAD AJMER ALAM,Independent,13030,17,13047,1.22
676,Bihar,3,Purvi Champaran,4,VIJAY KUMAR SAHANI,Rashtriya Jansambhavna Party,8158,27,8185,0.76
677,Bihar,3,Purvi Champaran,5,RAJESH SINGH,Independent,7176,6,7182,0.67
678,Bihar,3,Purvi Champaran,6,GYANTI DEVI,Prabuddha Republican Party,6963,45,7008,0.65
679,Bihar,3,Purvi Champaran,7,PAWAN KUMAR,Bhartiya Sarthak Party,4895,19,4914,0.46
680,Bihar,3,Purvi Champaran,8,MUNESHWAR TIWARI,Independent,4017,5,4022,0.37
681,Bihar,3,Purvi Champaran,9,RAJESH KUMAR S/O GAGANLAL SAHNI,Independent,3930,4,3934,0.37
682,Bihar,3,Purvi Champaran,10,RAJESH KUMAR S/O VISHUN SAH,Independent,3489,3,3492,0.33
683,Bihar,3,Purvi Champaran,11,NAWAL KISHOR PRASAD,Viro Ke Vir Indian Party,3449,15,3464,0.32
684,Bihar,3,Purvi Champaran,12,NIKESH KUMAR,Independent,2539,14,2553,0.24
685,Bihar,3,Purvi Champaran,13,NOTA,None of the Above,19729,59,19788,1.84
686,Bihar,4,Sheohar,1,LOVELY ANAND,Janata Dal  (United),475709,903,476612,45.15
687,Bihar,4,Sheohar,2,RITU JAISWAL,Rashtriya Janata Dal,445482,1987,447469,42.39
688,Bihar,4,Sheohar,3,AKHILESHWAR SHRIVAISHANV,Independent,29014,80,29094,2.76
689,Bihar,4,Sheohar,4,KANHAIYA KUMAR,Independent,20585,7,20592,1.95
690,Bihar,4,Sheohar,5,RANA RANJIT,All India Majlis-E-Ittehadul Muslimeen,11947,32,11979,1.13
691,Bihar,4,Sheohar,6,SUDHIR KUMAR SINGH,Viro Ke Vir Indian Party,9096,6,9102,0.86
692,Bihar,4,Sheohar,7,VIJENDRA THAKUR,Bahujan Samaj Party,8865,23,8888,0.84
693,Bihar,4,Sheohar,8,UPENDRA SAHANI,Rashtriya Jansambhavna Party,6332,6,6338,0.6
694,Bihar,4,Sheohar,9,MAMTA KUMARI,Samata Party,5431,4,5435,0.51
695,Bihar,4,Sheohar,10,MOHAMMAD MAHTAB ALAM,Samaj Shakti Party,4867,4,4871,0.46
696,Bihar,4,Sheohar,11,JAGDISH PRASAD,Bajjikanchal Vikas Party,2950,5,2955,0.28
697,Bihar,4,Sheohar,12,DILIP KUMAR MISHRA,Prabal Bharat Party,2097,2,2099,0.2
698,Bihar,4,Sheohar,13,NOTA,None of the Above,30130,38,30168,2.86
699,Bihar,5,Sitamarhi,1,DEVESH CHANDRA THAKUR,Janata Dal  (United),514940,779,515719,47.14
700,Bihar,5,Sitamarhi,2,ARJUN RAY,Rashtriya Janata Dal,463107,1256,464363,42.45
701,Bihar,5,Sitamarhi,3,SAIQUA NAWAZ AZMAT,Independent,28911,1,28912,2.64
702,Bihar,5,Sitamarhi,4,SHYAM NANDAN KISHOR PRASAD,Independent,11173,15,11188,1.02
703,Bihar,5,Sitamarhi,5,BHOLA SINGH,Bahujan Samaj Party,8773,37,8810,0.81
704,Bihar,5,Sitamarhi,6,UPENDRA SAHANI,Rashtriya Jansambhavna Party,8446,8,8454,0.77
705,Bihar,5,Sitamarhi,7,CHANDRIKA PRASAD,Independent,7109,5,7114,0.65
706,Bihar,5,Sitamarhi,8,VINOD SAH,Independent,4477,4,4481,0.41
707,Bihar,5,Sitamarhi,9,KRISHNA KISHORE,Independent,3280,-,3280,0.3
708,Bihar,5,Sitamarhi,10,MUSHAHID RAZA,Desh Janhit Party,2190,2,2192,0.2
709,Bihar,5,Sitamarhi,11,UMESH KUMAR YADAV,Independent,2126,2,2128,0.19
710,Bihar,5,Sitamarhi,12,RAJENDRA MAHTO,Karpoori Janta Dal,1976,5,1981,0.18
711,Bihar,5,Sitamarhi,13,ANAND KUMAR,Independent,1787,9,1796,0.16
712,Bihar,5,Sitamarhi,14,ABDUL SAMAD,Independent,1439,2,1441,0.13
713,Bihar,5,Sitamarhi,15,NOTA,None of the Above,32102,31,32133,2.94
714,Bihar,6,Madhubani,1,ASHOK KUMAR YADAV,Bharatiya Janata Party,552705,723,553428,53.85
715,Bihar,6,Madhubani,2,MD ALI ASHRAF FATMI,Rashtriya Janata Dal,400909,574,401483,39.07
716,Bihar,6,Madhubani,3,SHIV BODHAN SAHU,Independent,13365,5,13370,1.3
717,Bihar,6,Madhubani,4,BIKASH KUMAR,Bahujan Samaj Party,7197,26,7223,0.7
718,Bihar,6,Madhubani,5,PRIYE RANJAN,Independent,7046,4,7050,0.69
719,Bihar,6,Madhubani,6,VAIDYANATH YADAV,Peoples Party of India (Democratic),4980,3,4983,0.48
720,Bihar,6,Madhubani,7,SARFARAJ ALAM,Akhil Bhartiya Parivar Party,4620,3,4623,0.45
721,Bihar,6,Madhubani,8,MD WAQUAR SIDDIQUI,All India Majlis-E-Ittehadul Muslimeen,4492,6,4498,0.44
722,Bihar,6,Madhubani,9,MOHAN SHARMA,Rashtriya Jansambhavna Party,4460,4,4464,0.43
723,Bihar,6,Madhubani,10,ABU BAKAR RAHMANI,Country Citizen Party,2095,2,2097,0.2
724,Bihar,6,Madhubani,11,UDAY MANDAL,Samata Party,1998,9,2007,0.2
725,Bihar,6,Madhubani,12,KUL BHUSHAN PRASAD,Loktantrik Lok Rajyam Party,1780,3,1783,0.17
726,Bihar,6,Madhubani,13,NOTA,None of the Above,20691,28,20719,2.02
727,Bihar,7,Jhanjharpur,1,RAMPRIT MANDAL,Janata Dal  (United),532138,894,533032,48.73
728,Bihar,7,Jhanjharpur,2,SUMAN KUMAR MAHASETH,Vikassheel Insaan Party,347989,874,348863,31.9
729,Bihar,7,Jhanjharpur,3,GULAB YADAV,Bahujan Samaj Party,73532,352,73884,6.76
730,Bihar,7,Jhanjharpur,4,RAM PRASAD RAUT,Independent,25993,17,26010,2.38
731,Bihar,7,Jhanjharpur,5,GANGA PRASAD YADAV,Independent,18064,10,18074,1.65
732,Bihar,7,Jhanjharpur,6,GAURI SHANKAR SAHU,Independent,14307,18,14325,1.31
733,Bihar,7,Jhanjharpur,7,RAJIV KUMAR JHA,Independent,12488,25,12513,1.14
734,Bihar,7,Jhanjharpur,8,BABLU KUMAR,Aadarsh Mithila Party,11638,35,11673,1.07
735,Bihar,7,Jhanjharpur,9,VIDYA NAND RAM,Wazib Adhikar Party,10843,19,10862,0.99
736,Bihar,7,Jhanjharpur,10,VIJAY KUMAR MANDAL,Socialist Unity Centre Of India (COMMUNIST),8556,21,8577,0.78
737,Bihar,7,Jhanjharpur,11,NOTA,None of the Above,35846,82,35928,3.28
738,Bihar,8,Supaul,1,DILESHWAR KAMAIT,Janata Dal  (United),592922,2116,595038,48.33
739,Bihar,8,Supaul,2,CHANDRAHAS CHAUPAL,Rashtriya Janata Dal,422037,3198,425235,34.54
